ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-27006N|refseq:NP_509334|uniprotkb:Q18529,DIP-24930N|refseq:NP_490764|uniprotkb:Q9BL58,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44043E,dip-quality-status:,dip:0005(high throughput)
DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,DIP-24930N|refseq:NP_490764|uniprotkb:Q9BL58,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44044E,dip-quality-status:,dip:0005(high throughput)
DIP-25652N|refseq:NP_508657|uniprotkb:Q20000,DIP-24930N|refseq:NP_490764|uniprotkb:Q9BL58,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44045E,dip-quality-status:,dip:0005(high throughput)
DIP-25421N|refseq:NP_001021628|uniprotkb:P91820,DIP-24930N|refseq:NP_490764|uniprotkb:Q9BL58,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44049E,dip-quality-status:,dip:0005(high throughput)
DIP-24930N|refseq:NP_490764|uniprotkb:Q9BL58,DIP-26383N|refseq:NP_507289|uniprotkb:Q9XX87,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44050E,dip-quality-status:,dip:0005(high throughput)
DIP-24930N|refseq:NP_490764|uniprotkb:Q9BL58,DIP-25005N|refseq:NP_507643|uniprotkb:Q9U1T6,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44051E,dip-quality-status:,dip:0005(high throughput)
DIP-26756N|refseq:NP_509371|uniprotkb:Q11093,DIP-25064N|refseq:NP_490749|uniprotkb:Q9N2Z8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44052E,dip-quality-status:,dip:0005(high throughput)
DIP-27302N|refseq:NP_495336|uniprotkb:Q18885,DIP-25064N|refseq:NP_490749|uniprotkb:Q9N2Z8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44053E,dip-quality-status:,dip:0005(high throughput)
DIP-25064N|refseq:NP_490749|uniprotkb:Q9N2Z8,DIP-24394N|refseq:NP_500390|uniprotkb:Q9N5V2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44054E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-25752N|refseq:NP_496868|uniprotkb:O17626,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44058E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-24773N|refseq:NP_506579|uniprotkb:Q19749,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44060E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-26595N|refseq:NP_498520|uniprotkb:P53013,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44061E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-27103N|refseq:NP_510445|uniprotkb:Q19983,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44062E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-25625N|refseq:NP_506317|uniprotkb:P92004,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44063E,dip-quality-status:,dip:0005(high throughput)
DIP-26607N|uniprotkb:Q9GSX9,DIP-27193N|refseq:NP_741677|uniprotkb:Q9TVS4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44064E,dip-quality-status:,dip:0005(high throughput)
DIP-25985N|refseq:NP_502794|uniprotkb:O18240,DIP-26607N|uniprotkb:Q9GSX9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44065E,dip-quality-status:,dip:0005(high throughput)
DIP-26867N|uniprotkb:Q9N4B8,DIP-26607N|uniprotkb:Q9GSX9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44066E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-25293N|refseq:NP_492783|uniprotkb:O61818,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44067E,dip-quality-status:,dip:0005(high throughput)
DIP-26100N|refseq:NP_500841|uniprotkb:P91001,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44068E,dip-quality-status:,dip:0005(high throughput)
DIP-24348N|refseq:NP_500340|uniprotkb:O44451,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44069E,dip-quality-status:,dip:0005(high throughput)
DIP-25161N|refseq:NP_496621|uniprotkb:Q965H3,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44071E,dip-quality-status:,dip:0005(high throughput)
DIP-25878N|refseq:NP_505462|uniprotkb:Q9NGT4,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44072E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-26027N|refseq:NP_492124|uniprotkb:P90794,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44073E,dip-quality-status:,dip:0005(high throughput)
DIP-26529N|refseq:NP_498826|uniprotkb:P34397,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44074E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-24773N|refseq:NP_506579|uniprotkb:Q19749,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44075E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-27050N|refseq:NP_506096|uniprotkb:Q19764,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44076E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-27358N|uniprotkb:O16370,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44077E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-25376N|refseq:NP_504682|uniprotkb:P43508,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44078E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-25837N|refseq:NP_505119|uniprotkb:Q21271,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44080E,dip-quality-status:,dip:0005(high throughput)
DIP-25384N|refseq:NP_503729|uniprotkb:O61899,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44086E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-24308N|refseq:NP_490931|uniprotkb:Q9BKU2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44087E,dip-quality-status:,dip:0005(high throughput)
DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,DIP-26644N|refseq:NP_499875|uniprotkb:Q9N428,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44088E,dip-quality-status:,dip:0005(high throughput)
DIP-27321N|refseq:NP_490955|uniprotkb:Q95XR4,DIP-26793N|refseq:NP_741342|uniprotkb:Q9NGT3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44089E,dip-quality-status:,dip:0005(high throughput)
DIP-24906N|refseq:NP_491070|uniprotkb:Q9N4H6,DIP-25384N|refseq:NP_503729|uniprotkb:O61899,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44090E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-25865N|refseq:NP_494931|uniprotkb:Q18235,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44091E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-24394N|refseq:NP_500390|uniprotkb:Q9N5V2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44092E,dip-quality-status:,dip:0005(high throughput)
DIP-24846N|refseq:NP_493086|uniprotkb:O62160,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44093E,dip-quality-status:,dip:0005(high throughput)
DIP-24643N|refseq:NP_510454|uniprotkb:Q93703,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44094E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-26766N|refseq:NP_507060|uniprotkb:O45521,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44095E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-24622N|refseq:NP_495811|uniprotkb:P49405,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44096E,dip-quality-status:,dip:0005(high throughput)
DIP-25862N|refseq:NP_499370|uniprotkb:O17919,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44097E,dip-quality-status:,dip:0005(high throughput)
DIP-25184N|refseq:NP_498762,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44098E,dip-quality-status:,dip:0005(high throughput)
DIP-26765N|uniprotkb:Q09417,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44099E,dip-quality-status:,dip:0005(high throughput)
DIP-26558N|refseq:NP_491008|uniprotkb:O76614,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44100E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-27258N|refseq:NP_497786,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44102E,dip-quality-status:,dip:0005(high throughput)
DIP-24952N,DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44103E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-25310N|refseq:NP_499172|uniprotkb:P34648,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44104E,dip-quality-status:,dip:0005(high throughput)
DIP-26695N|refseq:NP_490896|uniprotkb:Q95XM4,DIP-26718N|refseq:NP_498965|uniprotkb:P30632,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44105E,dip-quality-status:,dip:0005(high throughput)
DIP-25353N|refseq:NP_501412|uniprotkb:O61521,DIP-26982N|refseq:NP_508505|uniprotkb:Q9TZL9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44106E,dip-quality-status:,dip:0005(high throughput)
DIP-24972N|refseq:NP_741660|uniprotkb:Q8MYM7,DIP-27411N|uniprotkb:Q9N4F3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44107E,dip-quality-status:,dip:0005(high throughput)
DIP-25579N|refseq:NP_508118|uniprotkb:Q20940,DIP-24361N|refseq:NP_497587|uniprotkb:Q9N4F2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44108E,dip-quality-status:,dip:0005(high throughput)
DIP-26515N|refseq:NP_497991,DIP-26304N,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44109E,dip-quality-status:,dip:0005(high throughput)
DIP-26815N|refseq:NP_506092|uniprotkb:Q19766,DIP-26304N,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44110E,dip-quality-status:,dip:0005(high throughput)
DIP-27034N|uniprotkb:Q95Q54,DIP-26304N,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44111E,dip-quality-status:,dip:0005(high throughput)
DIP-25498N|refseq:NP_502169|uniprotkb:Q9XTV2,DIP-26304N,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44112E,dip-quality-status:,dip:0005(high throughput)
DIP-24822N|refseq:NP_498176|uniprotkb:Q95QC0,DIP-26304N,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44116E,dip-quality-status:,dip:0005(high throughput)
DIP-25467N|refseq:NP_502655|uniprotkb:O45946,DIP-27133N|uniprotkb:Q9XW76,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44120E,dip-quality-status:,dip:0005(high throughput)
DIP-27133N|uniprotkb:Q9XW76,DIP-26651N|refseq:NP_740781|uniprotkb:Q9BL19,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44121E,dip-quality-status:,dip:0005(high throughput)
DIP-25501N|refseq:NP_498286|uniprotkb:Q09248,DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44122E,dip-quality-status:,dip:0005(high throughput)
DIP-27203N|refseq:NP_495025|uniprotkb:Q09294,DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44123E,dip-quality-status:,dip:0005(high throughput)
DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,DIP-26348N|uniprotkb:Q9N3E3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44128E,dip-quality-status:,dip:0005(high throughput)
DIP-24807N|refseq:NP_499603|uniprotkb:Q9XW79,DIP-27072N|refseq:NP_497591|uniprotkb:Q9N4E9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44129E,dip-quality-status:,dip:0005(high throughput)
DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,DIP-26897N|refseq:NP_501221|uniprotkb:Q20628,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44130E,dip-quality-status:,dip:0005(high throughput)
DIP-25914N|refseq:NP_741743|uniprotkb:Q20676,DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44131E,dip-quality-status:,dip:0005(high throughput)
DIP-24890N|refseq:NP_498942,DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44132E,dip-quality-status:,dip:0005(high throughput)
DIP-26122N|refseq:NP_496353|uniprotkb:Q09582,DIP-26401N|refseq:NP_499801|uniprotkb:Q9XWC9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44133E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-27259N|refseq:NP_499397|uniprotkb:Q18605,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44137E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-26025N|refseq:NP_492767|uniprotkb:Q93573,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44138E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-25084N|refseq:NP_497206|uniprotkb:Q09983,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44139E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-25729N|refseq:NP_741902|uniprotkb:Q17599,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44140E,dip-quality-status:,dip:0005(high throughput)
DIP-26614N|refseq:NP_501167|uniprotkb:P48156,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44141E,dip-quality-status:,dip:0005(high throughput)
DIP-24551N|refseq:NP_492179|uniprotkb:Q20833,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44142E,dip-quality-status:,dip:0005(high throughput)
DIP-26629N|uniprotkb:O77469,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44143E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-27247N|refseq:NP_491995|uniprotkb:O17908,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44145E,dip-quality-status:,dip:0005(high throughput)
DIP-24382N|refseq:NP_510563|uniprotkb:Q9XTQ7,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44146E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-27044N|refseq:NP_502235|uniprotkb:P41932,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44148E,dip-quality-status:,dip:0005(high throughput)
DIP-25117N|refseq:NP_740982|uniprotkb:Q21748,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44149E,dip-quality-status:,dip:0005(high throughput)
DIP-26765N|uniprotkb:Q09417,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44150E,dip-quality-status:,dip:0005(high throughput)
DIP-25110N|refseq:NP_493679|uniprotkb:P91419,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44151E,dip-quality-status:,dip:0005(high throughput)
DIP-27184N|refseq:NP_508478|uniprotkb:Q22095,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44152E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44153E,dip-quality-status:,dip:0005(high throughput)
DIP-24716N|refseq:NP_496237|uniprotkb:P04970,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44154E,dip-quality-status:,dip:0005(high throughput)
DIP-27452N|refseq:NP_497245|uniprotkb:Q95QA6,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44155E,dip-quality-status:,dip:0005(high throughput)
DIP-26051N|refseq:NP_493349|uniprotkb:P91917,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44157E,dip-quality-status:,dip:0005(high throughput)
DIP-25931N|refseq:NP_741369|uniprotkb:Q966C7,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44158E,dip-quality-status:,dip:0005(high throughput)
DIP-25552N|refseq:NP_507526|uniprotkb:Q9GRZ1,DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44160E,dip-quality-status:,dip:0005(high throughput)
DIP-25008N|refseq:NP_499571|uniprotkb:Q95QC4,DIP-26759N|refseq:NP_491757,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44161E,dip-quality-status:,dip:0005(high throughput)
DIP-27176N|refseq:NP_495277|uniprotkb:Q09490,DIP-26265N|refseq:NP_493375|uniprotkb:Q9NA30,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-44163E,dip-quality-status:,dip:0005(high throughput)
